date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:31:05	94236/94236	---MCZ	200	added ('OK')	text/html	etag:%2271106b14bbe2c6aecc12e74e14da552b-ssl-df%22	https://wagtrung.com/covid19.html	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/covid19.html	(from https://wagtrung.com/)
21:31:05	38034/38034	---M-Z	200	added ('OK')	text/html	etag:%22a68bc6cceedb9adc6e674dfa519b4c6d-ssl-df%22	https://wagtrung.com/vn-kr.html	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/vn-kr.html	(from https://wagtrung.com/)
21:31:07	50875/50875	---M-Z	200	added ('OK')	text/html	etag:%223f8307ef7ec3fb6161d0647f59c4c783-ssl-df%22	https://wagtrung.com/vfcd.html	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/vfcd.html	(from https://wagtrung.com/)
21:31:13	500900/500900	---M--	200	added ('OK')	image/png	etag:%22b646567f1539e04a47fc8da1ae08631b-ssl%22	https://wagtrung.com/img/general/wo.png	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/general/wo.png	(from https://wagtrung.com/)
21:31:17	545581/545581	---M--	200	added ('OK')	image/png	etag:%221ffee3b1b070acf557d07a0c1e143a37-ssl%22	https://wagtrung.com/img/award/tin.png	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/award/tin.png	(from https://wagtrung.com/)
21:31:18	2761345/2761345	---M--	200	added ('OK')	image/png	etag:%22fa66baa118e4d9d392742c9784777b40-ssl%22	https://wagtrung.com/img/general/thumbnail-vnkr.png	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/general/thumbnail-vnkr.png	(from https://wagtrung.com/)
21:31:18	2147858/2147858	---M--	200	added ('OK')	image/png	etag:%225a49ed487cc647a6b6f6b6de6d3bab5f-ssl%22	https://wagtrung.com/img/i-vfcd/thumbnail.png	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/i-vfcd/thumbnail.png	(from https://wagtrung.com/)
21:31:20	388812/388812	---M--	200	added ('OK')	image/png	etag:%22994338cb4ac47ca3a41ec6bf84eb7982-ssl%22	https://wagtrung.com/img/award/krr.png	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/award/krr.png	(from https://wagtrung.com/)
21:31:20	215318/215318	---M--	200	added ('OK')	image/png	etag:%22e6eba38a3caa3fb75bc54bdf376397a8-ssl%22	https://wagtrung.com/img/award/asus.png	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/award/asus.png	(from https://wagtrung.com/)
21:31:21	6755490/6755490	---M--	200	added ('OK')	video/mp4	etag:%2219bc57ccca406402ff6eb0968b7f752b-ssl%22	https://wagtrung.com/img/vid/videoplayback.mp4	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/vid/videoplayback.mp4	(from https://wagtrung.com/)
21:31:22	209461/209461	---M--	200	added ('OK')	image/png	etag:%22edd3c525eb959a59fa5564eed8098388-ssl%22	https://wagtrung.com/img/award/vinaman.png	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/award/vinaman.png	(from https://wagtrung.com/)
21:31:24	196813/196813	---M--	200	added ('OK')	image/png	etag:%22cf6d09ff6f9223eda22e71f6a72501ea-ssl%22	https://wagtrung.com/img/award/plastic.png	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/award/plastic.png	(from https://wagtrung.com/)
21:31:27	162430/162430	---M--	200	added ('OK')	image/png	etag:%22ff767222ec072bac8bcabed8d0f9bcd5-ssl%22	https://wagtrung.com/img/award/oppo.png	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/award/oppo.png	(from https://wagtrung.com/)
21:31:27	1570801/1570801	---M--	200	added ('OK')	image/png	etag:%225e7dfb05912fc81e7f7acc1129e0813d-ssl%22	https://wagtrung.com/img/award/vfcd.png	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/award/vfcd.png	(from https://wagtrung.com/)
21:31:28	959692/959692	---M--	200	added ('OK')	image/png	etag:%220e8c30443d84120346289e03770e163d-ssl%22	https://wagtrung.com/img/award/samsung.png	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/award/samsung.png	(from https://wagtrung.com/)
21:31:29	491001/491001	---M--	200	added ('OK')	image/png	etag:%22978ece15636dabecd6a32048f4fee130-ssl%22	https://wagtrung.com/img/award/lo.png	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/award/lo.png	(from https://wagtrung.com/)
21:31:29	3827990/3827990	---M--	200	added ('OK')	image/png	etag:%22576795437ce0c0be6d1baf3230cd011f-ssl%22	https://wagtrung.com/img/award/uk.png	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/award/uk.png	(from https://wagtrung.com/)
21:31:29	1168914/1168914	---M--	200	added ('OK')	image/png	etag:%22cef5122a9b52352df73d18fae0751c73-ssl%22	https://wagtrung.com/img/award/yoga.png	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/award/yoga.png	(from https://wagtrung.com/)
21:31:30	803578/803578	---MCZ	200	added ('OK')	application/javascript	etag:%22162bb2b927066c4526c3a4f527557be2-ssl-df%22	https://wagtrung.com/js/vendors.js	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/js/vendors.js	(from https://wagtrung.com/)
21:31:31	89247/89247	---MCZ	200	added ('OK')	application/javascript	etag:%222bd995d3dc17bf008c1aadd5859e4643-ssl-df%22	https://wagtrung.com/js/main.js	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/js/main.js	(from https://wagtrung.com/)
21:31:31	3082/3082	---MCZ	404	error ('Not%20Found')	text/html	etag:1673210919-ssl-df	https://wagtrung.com/fonts/fontawesome-webfont.eot?v=4.7.0	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/fonts/fontawesome-webfont.223e6e.delayed	(from https://wagtrung.com/css/vendors.css)
21:31:32	3082/3082	---M-Z	404	error ('Not%20Found')	text/html	etag:1673210919-ssl-df	https://wagtrung.com/fonts/fontawesome-webfont.eot?	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/fonts/fontawesome-webfont.23d41d.delayed	(from https://wagtrung.com/css/vendors.css)
21:31:34	77160/77160	---M--	200	added ('OK')	font/woff2	etag:%223c437c341174d75b3bf5d2d5a134da0d-ssl%22	https://wagtrung.com/fonts/fontawesome-webfont.woff2?v=4.7.0	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/fonts/fontawesome-webfont3e6e.woff2	(from https://wagtrung.com/css/vendors.css)
21:31:34	3082/3082	---MCZ	404	error ('Not%20Found')	text/html	etag:1673210919-ssl-df	https://wagtrung.com/fonts/fontawesome-webfont.woff?v=4.7.0	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/fonts/fontawesome-webfont.253e6e.delayed	(from https://wagtrung.com/css/vendors.css)
21:31:35	3082/3082	---MCZ	404	error ('Not%20Found')	text/html	etag:1673210919-ssl-df	https://wagtrung.com/fonts/fontawesome-webfont.ttf?v=4.7.0	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/fonts/fontawesome-webfont.263e6e.delayed	(from https://wagtrung.com/css/vendors.css)
21:31:36	3082/3082	---MCZ	404	error ('Not%20Found')	text/html	etag:1673210919-ssl-df	https://wagtrung.com/fonts/fontawesome-webfont.svg?v=4.7.0	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/fonts/fontawesome-webfont.273e6e.delayed	(from https://wagtrung.com/css/vendors.css)
21:31:37	3082/3082	---MCZ	404	error ('Not%20Found')	text/html	etag:1673210919-ssl-df	https://wagtrung.com/fonts/icomoon.eot?ipuuib	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/fonts/icomoon.28a910.delayed	(from https://wagtrung.com/css/vendors.css)
21:31:38	3082/3082	---MCZ	404	error ('Not%20Found')	text/html	etag:1673210919-ssl-df	https://wagtrung.com/fonts/icomoon.ttf?ipuuib	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/fonts/icomoon.29a910.delayed	(from https://wagtrung.com/css/vendors.css)
21:31:39	3082/3082	---MCZ	404	error ('Not%20Found')	text/html	etag:1673210919-ssl-df	https://wagtrung.com/fonts/icomoon.woff?ipuuib	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/fonts/icomoon.2aa910.delayed	(from https://wagtrung.com/css/vendors.css)
21:31:40	3082/3082	---MCZ	404	error ('Not%20Found')	text/html	etag:1673210919-ssl-df	https://wagtrung.com/fonts/icomoon.svg?ipuuib	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/fonts/icomoon.2ba910.delayed	(from https://wagtrung.com/css/vendors.css)
21:31:41	1197/1197	---M-Z	200	added ('OK')	image/svg+xml	etag:%22c0bbed4ce722d84ef328eab65633d7ad-ssl%22	https://wagtrung.com/img/general/loader.svg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/general/loader.svg	(from https://wagtrung.com/css/main.css)
21:31:42	412/412	---M--	200	added ('OK')	image/svg+xml	etag:%2251d06c40701ae0737720ce90bc4aa245-ssl%22	https://wagtrung.com/img/general/suc.svg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/general/suc.svg	(from https://wagtrung.com/css/main.css)
21:31:43	1060/1060	---M-Z	200	added ('OK')	image/svg+xml	etag:%2248d1952b7fd8a148df4cf49f461d97c0-ssl%22	https://wagtrung.com/img/general/not.svg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/general/not.svg	(from https://wagtrung.com/css/main.css)
21:31:44	553/553	---M--	200	added ('OK')	image/svg+xml	etag:%22899d8c971324109063e7b51b7cfb4283-ssl%22	https://wagtrung.com/img/general/dropdown.svg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/general/dropdown.svg	(from https://wagtrung.com/css/main.css)
21:31:45	269/269	---M--	200	added ('OK')	image/svg+xml	etag:%22a753c662ced1048ce50d34c558df13c0-ssl%22	https://wagtrung.com/img/general/chevron-down.svg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/general/chevron-down.svg	(from https://wagtrung.com/css/main.css)
21:31:46	260/260	---M--	200	added ('OK')	image/svg+xml	etag:%22f878135bbc379eae1ee775fc79e2ba4c-ssl%22	https://wagtrung.com/img/general/chevron-up.svg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/general/chevron-up.svg	(from https://wagtrung.com/css/main.css)
21:31:47	369/369	---M--	200	added ('OK')	image/svg+xml	etag:%22cb782a8f0c6e6bb84509744cef06a53e-ssl%22	https://wagtrung.com/img/general/bg-grid.svg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/general/bg-grid.svg	(from https://wagtrung.com/css/main.css)
21:31:48	395/395	---M--	200	added ('OK')	image/svg+xml	etag:%223dc4fba07224dc43b5788c1aeab839f1-ssl%22	https://wagtrung.com/img/general/2lin.svg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/general/2lin.svg	(from https://wagtrung.com/css/main.css)
21:31:49	526/526	---M--	200	added ('OK')	image/svg+xml	etag:%22c13f28ae0335f58d15fe6c6ed3368c2f-ssl%22	https://wagtrung.com/img/general/zlin.svg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/general/zlin.svg	(from https://wagtrung.com/css/main.css)
21:31:50	408/408	---M--	200	added ('OK')	image/svg+xml	etag:%221519da04b6619b78802e6e08c50a5b71-ssl%22	https://wagtrung.com/img/general/cir2.svg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/general/cir2.svg	(from https://wagtrung.com/css/main.css)
21:31:51	272/272	---M--	200	added ('OK')	image/svg+xml	etag:%2216a74c1cf325da1ca4a1c789964697c5-ssl%22	https://wagtrung.com/img/general/line.svg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/general/line.svg	(from https://wagtrung.com/css/main.css)
21:31:52	294/294	---M--	200	added ('OK')	image/svg+xml	etag:%22838ed49467222beaa2dfd85562a1f31b-ssl%22	https://wagtrung.com/img/general/cir.svg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/general/cir.svg	(from https://wagtrung.com/css/main.css)
21:31:53	233/233	---M--	200	added ('OK')	image/svg+xml	etag:%226f5f64c6a675eb540961c5bd4482ad34-ssl%22	https://wagtrung.com/img/general/sizer.svg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/general/sizer.svg	(from https://wagtrung.com/css/main.css)
21:31:54	1651/1651	---M-Z	200	added ('OK')	image/svg+xml	etag:%221b25ed987baa460f4a407d02f7be0193-ssl%22	https://wagtrung.com/img/general/note.svg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/general/note.svg	(from https://wagtrung.com/css/main.css)
21:31:56	496463/496463	---M--	200	added ('OK')	image/png	etag:%22b8c9e94415ed3bbd18efe3a959c0166b-ssl%22	https://wagtrung.com/img/meta/case.png	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/meta/case.png	(from https://wagtrung.com/case-studies.html)
21:31:57	32434/32434	---MCZ	200	added ('OK')	text/html	etag:%22c58d65b7e7b2505b1184f045df769f75-ssl-df%22	https://wagtrung.com/writing.html	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/writing.html	(from https://wagtrung.com/case-studies.html)
21:31:59	473273/473273	---M--	200	added ('OK')	image/png	etag:%22cf1a8070318b571d45084213578e4c4f-ssl%22	https://wagtrung.com/img/meta/about.png	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/meta/about.png	(from https://wagtrung.com/about-me.html)
21:31:59	14038/14038	---M--	200	added ('OK')	image/png	etag:%22c9c66f4e8c1a368f32f28c3be0877984-ssl%22	https://wagtrung.com/img/general/tinder.png	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/general/tinder.png	(from https://wagtrung.com/about-me.html)
21:32:00	668392/668392	---M--	200	added ('OK')	image/jpeg	etag:%228e81cf81e540d1caef7e02633cfcd4ef-ssl%22	https://wagtrung.com/img/backgrounds/about.jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/backgrounds/about.jpg	(from https://wagtrung.com/about-me.html)
21:32:01	3821/3821	---M--	200	added ('OK')	image/png	etag:%2253afec83a2ed2a9c102e63ff07207e42-ssl%22	https://wagtrung.com/img/general/meu.png	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/general/meu.png	(from https://wagtrung.com/about-me.html)
21:32:02	4079/4079	---M--	200	added ('OK')	image/png	etag:%2246d08453eb9375e77b6398f9750c9e1b-ssl%22	https://wagtrung.com/img/general/iu.png	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/general/iu.png	(from https://wagtrung.com/about-me.html)
21:32:03	11774/11774	---M--	200	added ('OK')	image/png	etag:%225234302935cae4c98b75736a62608907-ssl%22	https://wagtrung.com/img/general/vnu.png	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/general/vnu.png	(from https://wagtrung.com/about-me.html)
21:32:05	31833/31833	---M--	200	added ('OK')	image/png	etag:%226dabc4a0cb9dbdae10c987d58bb384d6-ssl%22	https://wagtrung.com/img/general/ie.png	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/general/ie.png	(from https://wagtrung.com/about-me.html)
21:32:07	615548/615548	---M--	200	added ('OK')	image/png	etag:%2247d213ed2bad9b235fdbd72f73fe4c4a-ssl%22	https://wagtrung.com/img/general/book-1.png	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/general/book-1.png	(from https://wagtrung.com/about-me.html)
21:32:08	609329/609329	---M--	200	added ('OK')	image/png	etag:%22c038cda9e830fd2fca32ad107d885805-ssl%22	https://wagtrung.com/img/general/book-3.png	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/general/book-3.png	(from https://wagtrung.com/about-me.html)
21:32:10	78822/78822	---M--	200	added ('OK')	image/jpeg	etag:%2271a16a1fa37446cecf3591f2098a0a60-ssl%22	https://wagtrung.com/img/general/bg-mic.jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/general/bg-mic.jpg	(from https://wagtrung.com/about-me.html)
21:32:10	1307220/1307220	---M--	200	added ('OK')	image/png	etag:%22177b8cf28ce5301a8ad9f0d272d4b645-ssl%22	https://wagtrung.com/img/general/book-2.png	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/general/book-2.png	(from https://wagtrung.com/about-me.html)
21:32:11	30137/30137	---MCZ	200	added ('OK')	text/html	etag:%22ad9931f7db3f20cb765361bf02a7d779-ssl-df%22	https://wagtrung.com/info.html	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/info.html	(from https://wagtrung.com/about-me.html)
21:32:11	5399463/5399463	---M--	200	added ('OK')	video/mp4	etag:%22348649c406905c2e53f86ee236ad2677-ssl%22	https://wagtrung.com/img/vid/about.mp4	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/vid/about.mp4	(from https://wagtrung.com/about-me.html)
21:32:12	2507282/2507282	---M--	200	added ('OK')	image/png	etag:%228fc662392f30ccf4dadd2857bac2fc4f-ssl%22	https://wagtrung.com/img/general/book-4.png	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/general/book-4.png	(from https://wagtrung.com/about-me.html)
21:32:13	499721/499721	---M--	200	added ('OK')	image/png	etag:%22c5b40c6fea2a61be4fd829e359c15de7-ssl%22	https://wagtrung.com/img/meta/work.png	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/meta/work.png	(from https://wagtrung.com/works.html)
21:32:14	270213/270213	---M--	200	added ('OK')	image/jpeg	etag:%22a64656c0a05b5e5d53475d6928a12bb9-ssl%22	https://wagtrung.com/img/work/brand%20(1).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/brand%20(1).jpg	(from https://wagtrung.com/works.html)
21:32:16	1491502/1491502	---M--	200	added ('OK')	image/jpeg	etag:%22ff33c273d062e5fbb401abf7a04f88bd-ssl%22	https://wagtrung.com/img/work/ui/ui%20(1).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/ui/ui%20(1).jpg	(from https://wagtrung.com/works.html)
21:32:16	158026/158026	---M--	200	added ('OK')	image/jpeg	etag:%22cbd9169c5b24046bf46790a161bd0603-ssl%22	https://wagtrung.com/img/work/brand%20(2).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/brand%20(2).jpg	(from https://wagtrung.com/works.html)
21:32:17	109469/109469	---M--	200	added ('OK')	image/jpeg	etag:%22dc671769d9089cef5aa0ffb311592d3f-ssl%22	https://wagtrung.com/img/work/brand%20(3).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/brand%20(3).jpg	(from https://wagtrung.com/works.html)
21:32:18	124680/124680	---M--	200	added ('OK')	image/jpeg	etag:%223afdce33ed6d8f3c8e583485a50c1294-ssl%22	https://wagtrung.com/img/work/brand%20(4).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/brand%20(4).jpg	(from https://wagtrung.com/works.html)
21:32:19	206587/206587	---M--	200	added ('OK')	image/jpeg	etag:%2273dab5b7ad9fefb26a526afd57b76f5e-ssl%22	https://wagtrung.com/img/work/brand%20(5).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/brand%20(5).jpg	(from https://wagtrung.com/works.html)
21:32:20	2267659/2267659	---M--	200	added ('OK')	image/jpeg	etag:%22f6ed90bc4b4f9803e8087dba6a9058d5-ssl%22	https://wagtrung.com/img/work/design/de%20(1).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/design/de%20(1).jpg	(from https://wagtrung.com/works.html)
21:32:21	513172/513172	---M--	200	added ('OK')	image/jpeg	etag:%223ca149c17faea8ac85ab10fb9364b53c-ssl%22	https://wagtrung.com/img/work/brand%20(6).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/brand%20(6).jpg	(from https://wagtrung.com/works.html)
21:32:22	569510/569510	---M--	200	added ('OK')	image/jpeg	etag:%229bd63103e0206b52fed8283bc7fe8cb3-ssl%22	https://wagtrung.com/img/work/brand%20(7).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/brand%20(7).jpg	(from https://wagtrung.com/works.html)
21:32:23	101325/101325	---M--	200	added ('OK')	image/jpeg	etag:%22f313b61195f5b03dd9239b359ce84f27-ssl%22	https://wagtrung.com/img/work/design/de%20(22).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/design/de%20(22).jpg	(from https://wagtrung.com/works.html)
21:32:24	934786/934786	---M--	200	added ('OK')	image/jpeg	etag:%22b3e89cc3a49e2eae0208603767125a8d-ssl%22	https://wagtrung.com/img/work/design/de%20(23).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/design/de%20(23).jpg	(from https://wagtrung.com/works.html)
21:32:25	64844/64844	---M--	200	added ('OK')	image/jpeg	etag:%223fe189aeefaf0d2cd57d37beae87e60d-ssl%22	https://wagtrung.com/img/work/design/de%20(20).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/design/de%20(20).jpg	(from https://wagtrung.com/works.html)
21:32:26	130453/130453	---M--	200	added ('OK')	image/jpeg	etag:%22fef43b6235017392d63b7dfef8967fa8-ssl%22	https://wagtrung.com/img/work/brand%20(8).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/brand%20(8).jpg	(from https://wagtrung.com/works.html)
21:32:27	1315500/1315500	---M--	200	added ('OK')	image/jpeg	etag:%22904db0f68f0820ada51660a8c678336b-ssl%22	https://wagtrung.com/img/work/design/de%20(21).jpg	/Users/phanthang/Desktop/Project/niceall_horan/niceall_horan/wagtrung.com/img/work/design/de%20(21).jpg	(from https://wagtrung.com/works.html)
